TIRF Data File: Project 1792; Run 29; ISO False; ID IVMgsU9
ET	V	SA	IA	RL	FX	FY	FZ	MX	MZ	NFX	NFY	P	N	HT	RE	SR	TSTO	TSTC	TSTI	TSTSI	RST	CFZ	CV	CSA	CSR	CP	CIA	AmbTmp	BELTX
s	kph	deg	deg	cm	N	N	N	Nm	Nm	none	none	psi	rpm	Nm	cm	SAE	deg c	deg c	deg c	deg c	deg c	N	kph	deg	none	psi	deg	deg c	cm
48.79	0.01	0.020	-0.002	32.40	-8.03	446.71	-3100.12	70.37	-68.71	0.00	-0.14	19.05	-0.15	10.25	-14.41	-3.25	27.20	25.50	25.70	30.36	21.87	-3112.87	1.66	0.000	10.00	19.00	0.000	26.88	0.00
48.80	-0.00	0.022	-0.000	32.40	-10.20	446.85	-3101.59	71.83	-69.35	0.00	-0.14	19.05	-0.15	7.81	2.00	15.23	27.17	25.53	25.73	30.39	21.89	-3112.87	1.66	0.000	10.00	19.00	0.000	26.90	0.00
48.81	0.02	0.016	0.008	32.39	-8.71	447.32	-3099.11	70.87	-68.48	0.00	-0.14	19.03	-0.03	5.37	-162.87	-1.20	27.12	25.54	25.70	30.36	21.88	-3112.87	1.66	0.000	10.00	19.00	0.000	26.89	0.00
48.82	-0.00	0.007	0.003	32.39	-10.06	446.96	-3102.59	71.31	-68.65	0.00	-0.14	19.03	0.34	9.03	-0.89	-37.41	27.12	25.53	25.68	30.34	21.91	-3112.87	1.66	0.000	10.00	19.00	0.000	26.88	0.00
48.83	0.02	0.018	0.001	32.40	-10.92	448.09	-3100.41	71.92	-69.13	0.00	-0.14	19.03	-0.03	4.15	-162.87	-1.20	27.13	25.52	25.70	30.34	21.94	-3112.87	1.66	0.000	10.00	19.00	0.000	26.89	0.00
48.84	-0.02	0.016	0.001	32.40	-9.43	448.06	-3102.76	72.21	-68.90	0.00	-0.14	19.02	-0.15	9.03	34.81	-0.07	27.09	25.51	25.70	30.33	21.97	-3112.87	1.66	0.000	10.00	19.00	0.000	26.90	0.00
48.85	-0.00	0.015	-0.002	32.40	-8.71	447.94	-3100.53	71.94	-68.48	0.00	-0.14	19.03	-0.27	7.81	1.10	28.39	27.07	25.51	25.70	30.33	21.99	-3112.87	1.66	0.000	10.00	19.00	0.000	26.88	0.00
48.86	-0.02	0.018	0.004	32.40	-9.42	450.48	-3097.82	70.80	-68.90	0.00	-0.15	19.05	-0.03	12.70	183.97	-0.82	27.12	25.50	25.72	30.30	21.99	-3112.87	1.66	0.000	10.00	19.00	0.000	26.88	0.00
48.87	-0.01	0.015	0.003	32.40	-8.80	448.14	-3099.07	71.13	-68.51	0.00	-0.14	19.05	0.09	9.03	-29.60	-2.09	27.13	25.46	25.73	30.25	22.00	-3112.87	1.66	0.000	10.00	19.00	0.000	26.90	0.00
48.88	0.01	0.006	0.003	32.40	-8.66	449.28	-3100.34	71.53	-68.46	0.00	-0.14	19.04	0.09	9.03	23.18	0.40	27.10	25.46	25.73	30.22	21.98	-3112.87	1.66	0.000	10.00	19.00	0.000	26.90	0.00
48.89	0.01	0.012	0.007	32.40	-6.64	448.40	-3100.46	71.92	-68.52	0.00	-0.14	19.03	-0.27	6.59	-7.96	-5.07	27.17	25.47	25.75	30.22	21.96	-3112.87	1.66	0.000	10.00	19.00	0.000	26.88	0.00
48.90	-0.00	0.018	0.014	32.39	-4.43	448.80	-3100.50	71.92	-67.87	0.00	-0.14	19.05	-0.15	10.25	2.00	15.23	27.15	25.44	25.75	30.22	21.95	-3112.87	1.66	0.000	10.00	19.00	0.000	26.89	0.00
48.91	0.01	0.020	0.003	32.39	-7.36	448.16	-3097.99	70.96	-68.31	0.00	-0.14	19.08	-0.03	10.25	-76.16	-1.43	27.12	25.43	25.83	30.18	21.96	-3112.87	1.66	0.000	10.00	19.00	0.000	26.90	0.00
48.92	0.01	0.004	0.003	32.40	-7.23	448.17	-3101.68	72.09	-67.61	0.00	-0.14	19.08	-0.03	9.03	-76.16	-1.43	27.12	25.40	25.83	30.23	21.97	-3112.87	1.66	0.000	10.00	19.00	0.000	26.89	0.00
48.93	0.02	0.006	0.005	32.39	-9.39	445.97	-3100.06	70.12	-68.24	0.00	-0.14	19.07	-0.03	7.81	-162.87	-1.20	27.17	25.42	25.85	30.20	21.95	-3112.87	1.66	0.000	10.00	19.00	0.000	26.88	0.00
48.94	0.01	0.022	0.003	32.39	-10.78	448.19	-3099.40	71.77	-69.08	0.00	-0.14	19.07	-0.27	10.25	-7.96	-5.07	27.20	25.40	25.85	30.20	21.94	-3112.87	1.66	0.000	10.00	19.00	0.000	26.90	0.00
48.95	-0.00	0.019	-0.002	32.40	-13.66	449.04	-3100.27	71.51	-69.49	0.00	-0.14	19.10	0.09	10.25	-3.21	-11.09	27.18	25.44	25.90	30.20	21.94	-3112.87	1.66	0.000	10.00	19.00	0.000	26.90	0.00
48.96	-0.02	0.009	0.004	32.40	-10.16	445.90	-3098.89	69.99	-68.69	0.00	-0.14	19.11	0.09	9.03	-55.99	-1.58	27.15	25.41	25.88	30.17	21.94	-3112.87	1.66	0.000	10.00	19.00	0.000	26.88	0.00
48.97	0.01	0.013	-0.000	32.40	-8.71	446.79	-3100.11	70.39	-68.48	0.00	-0.14	19.11	0.09	4.15	23.18	0.40	27.18	25.43	25.87	30.17	21.94	-3112.87	1.66	0.000	10.00	19.00	0.000	26.88	0.00
48.98	-0.00	0.016	0.001	32.40	-8.75	450.39	-3099.33	72.26	-68.50	0.00	-0.15	19.09	-0.15	6.59	2.00	15.23	27.23	25.43	25.90	30.17	21.91	-3112.87	1.66	0.000	10.00	19.00	0.000	26.90	0.00
48.99	0.01	0.019	0.001	32.40	-10.88	448.07	-3099.08	71.13	-68.47	0.00	-0.14	19.11	-0.15	9.03	-14.41	-3.25	27.17	25.45	25.92	30.15	21.89	-3112.87	1.66	0.000	10.00	19.00	0.000	26.89	0.00
49.00	-0.00	0.009	0.001	32.40	-11.60	448.09	-3100.41	71.92	-68.90	0.00	-0.14	19.14	-0.03	11.47	10.55	2.07	27.20	25.46	25.93	30.17	21.87	-3112.87	1.66	0.000	10.00	19.00	0.000	26.88	0.00
49.01	0.01	0.015	0.008	32.39	-10.16	448.43	-3097.69	70.29	-68.05	0.00	-0.14	19.16	0.09	0.49	23.18	0.40	27.18	25.45	25.95	30.15	21.86	-3112.87	1.66	0.000	10.00	19.00	0.000	26.89	0.00
49.02	0.01	0.015	0.003	32.39	-11.55	448.13	-3100.24	71.25	-68.88	0.00	-0.14	19.14	-0.15	6.59	-14.41	-3.25	27.21	25.45	25.92	30.20	21.85	-3112.87	1.66	0.000	10.00	19.00	0.000	26.90	0.00
49.03	-0.00	0.016	0.003	32.40	-10.98	444.74	-3096.70	70.08	-68.51	0.00	-0.14	19.12	-0.03	6.59	10.55	2.07	27.15	25.45	25.95	30.17	21.86	-3112.87	1.66	0.000	10.00	19.00	0.000	26.89	0.00
49.04	0.01	0.018	0.001	32.40	-10.07	446.97	-3096.90	70.60	-68.01	0.00	-0.14	19.11	-0.27	4.15	-7.96	-5.07	27.20	25.44	25.98	30.17	21.85	-3112.87	1.66	0.000	10.00	19.00	0.000	26.88	0.00
49.05	0.02	0.020	0.007	32.40	-9.44	448.43	-3095.68	70.69	-68.26	0.00	-0.14	19.12	-0.03	12.70	-162.87	-1.20	27.20	25.44	26.00	30.15	21.86	-3112.87	1.66	0.000	10.00	19.00	0.000	26.90	0.00
49.06	0.01	0.016	0.003	32.39	-12.23	448.20	-3095.71	70.67	-68.65	0.00	-0.14	19.13	-0.03	1.71	-76.16	-1.43	27.20	25.47	26.02	30.12	21.86	-3112.87	1.66	0.000	10.00	19.00	0.000	26.89	0.00
49.07	0.01	0.016	-0.005	32.40	-10.88	446.65	-3093.26	69.51	-68.47	0.00	-0.14	19.10	-0.15	6.59	-14.41	-3.25	27.17	25.50	25.97	30.18	21.86	-3112.87	1.66	0.000	10.00	19.00	0.000	26.88	0.00
49.08	0.01	0.015	0.003	32.40	-10.69	449.42	-3097.39	72.41	-68.40	0.00	-0.15	19.08	-0.27	1.71	-7.96	-5.07	27.17	25.51	25.95	30.09	21.87	-3112.87	1.66	0.000	10.00	19.00	0.000	26.89	0.00
49.09	0.01	0.013	0.004	32.40	-7.23	449.45	-3093.54	70.66	-67.61	0.00	-0.15	19.08	-0.03	10.25	-76.16	-1.43	27.13	25.51	25.97	30.12	21.88	-3112.87	1.66	0.000	10.00	19.00	0.000	26.90	0.00
49.10	0.01	0.026	-0.000	32.40	-8.72	449.27	-3096.15	72.25	-67.84	0.00	-0.15	19.05	-0.03	2.93	-76.16	-1.43	27.15	25.52	25.90	30.13	21.88	-3112.87	1.66	0.000	10.00	19.00	0.000	26.88	0.00
49.11	-0.02	0.022	-0.000	32.40	-13.67	448.08	-3095.89	71.35	-68.86	0.00	-0.14	19.05	0.09	6.59	-55.99	-1.58	27.15	25.56	25.90	30.12	21.86	-3112.87	1.66	0.000	10.00	19.00	0.000	26.88	0.00
49.12	0.01	0.015	-0.000	32.40	-13.73	447.00	-3094.86	71.62	-68.24	0.00	-0.14	19.03	0.09	10.25	23.18	0.40	27.15	25.56	25.88	30.13	21.84	-3112.87	1.66	0.000	10.00	19.00	0.000	26.90	0.00
49.13	0.03	0.020	0.007	32.40	-13.69	446.30	-3091.45	70.92	-68.22	0.00	-0.14	19.03	-0.15	5.37	-47.22	-1.69	27.18	25.56	25.87	30.12	21.82	-3112.87	1.66	0.000	10.00	19.00	0.000	26.90	0.00
49.14	-0.02	0.016	0.011	32.40	-13.72	448.84	-3092.76	72.20	-68.88	0.00	-0.15	19.03	-0.15	10.25	34.81	-0.07	27.18	25.55	25.90	30.12	21.81	-3112.87	1.66	0.000	10.00	19.00	0.000	26.88	0.00
49.15	-0.00	0.016	-0.002	32.40	-12.28	449.22	-3093.80	71.98	-68.03	0.00	-0.15	19.05	0.22	6.59	-1.39	-24.26	27.15	25.53	25.87	30.12	21.81	-3112.87	1.66	0.000	10.00	19.00	0.000	26.89	0.00
49.16	-0.02	0.018	0.004	32.40	-8.60	447.28	-3089.17	70.26	-66.51	0.00	-0.14	19.04	0.22	12.70	-24.30	-2.33	27.20	25.48	25.87	30.10	21.82	-3112.87	1.66	0.000	10.00	19.00	0.000	26.90	0.00
49.17	0.02	0.020	0.010	32.40	-10.18	447.60	-3087.85	70.07	-67.41	0.00	-0.14	19.02	0.22	11.47	21.51	0.51	27.23	25.53	25.85	30.13	21.83	-3112.87	1.66	0.000	10.00	19.00	0.000	26.89	0.00
49.18	-0.00	0.019	-0.002	32.40	-10.89	449.31	-3090.61	72.19	-67.84	0.00	-0.15	19.00	0.22	9.03	-1.39	-24.26	27.25	25.52	25.87	30.17	21.84	-3112.87	1.66	0.000	10.00	19.00	0.000	26.88	0.00
49.19	-0.00	0.020	0.003	32.40	-10.84	449.54	-3084.56	70.15	-67.82	0.00	-0.15	19.01	-0.15	4.15	2.00	15.23	27.31	25.51	25.87	30.18	21.86	-3112.87	1.66	0.000	10.00	19.00	0.000	26.90	0.00
49.20	-0.00	0.020	0.003	32.40	-8.59	447.23	-3087.00	69.97	-67.79	0.00	-0.14	19.02	0.09	9.03	-3.21	-11.09	27.31	25.51	25.87	30.18	21.88	-3112.87	1.66	0.000	10.00	19.00	0.000	26.90	0.00
49.21	-0.02	0.016	0.001	32.40	-9.31	448.40	-3088.75	72.32	-68.22	0.00	-0.15	19.01	-0.03	5.37	183.97	-0.82	27.34	25.50	25.88	30.18	21.88	-3112.87	1.66	0.000	10.00	19.00	0.000	26.88	0.00
49.22	0.02	0.016	0.004	32.40	-10.90	447.40	-3086.03	71.11	-67.84	0.00	-0.14	19.02	-0.03	7.81	-162.87	-1.20	27.26	25.52	25.87	30.17	21.89	-3112.87	1.66	0.000	10.00	19.00	0.000	26.89	0.00
49.23	-0.00	0.016	0.016	32.39	-15.27	449.21	-3088.42	72.90	-68.48	0.00	-0.15	19.04	-0.03	6.59	10.55	2.07	27.23	25.50	25.87	30.20	21.88	-3112.87	1.66	0.000	10.00	19.00	0.000	26.90	0.00
49.24	0.01	0.010	0.007	32.40	-13.74	446.43	-3084.82	70.72	-68.24	0.00	-0.14	19.05	-0.15	5.37	-14.41	-3.25	27.25	25.54	25.88	30.22	21.87	-3112.87	1.66	0.000	10.00	19.00	0.000	26.89	0.00
49.25	-0.00	0.020	0.004	32.40	-13.02	447.42	-3084.85	70.96	-67.82	0.00	-0.15	19.04	-0.03	12.70	10.55	2.07	27.26	25.51	25.90	30.17	21.87	-3112.87	1.66	0.000	10.00	19.00	0.000	26.88	0.00
49.26	0.02	0.028	0.005	32.40	-11.48	448.63	-3086.11	71.36	-67.57	0.00	-0.15	19.06	0.09	9.03	49.57	-0.35	27.30	25.50	25.88	30.18	21.84	-3112.87	1.66	0.000	10.00	19.00	0.000	26.90	0.00
49.27	-0.00	0.018	0.013	32.40	-13.06	450.15	-3082.28	70.49	-67.83	0.00	-0.15	19.08	-0.15	9.03	2.00	15.23	27.26	25.48	25.90	30.18	21.82	-3112.87	1.66	0.000	10.00	19.00	0.000	26.90	0.00
49.28	0.01	0.010	0.005	32.40	-10.76	449.78	-3082.52	70.53	-67.14	0.00	-0.15	19.07	-0.03	9.03	-76.16	-1.43	27.25	25.47	25.90	30.17	21.82	-3112.87	1.66	0.000	10.00	19.00	0.000	26.88	0.00
49.29	-0.02	0.022	0.003	32.40	-12.06	451.97	-3081.71	71.53	-67.30	0.00	-0.15	19.07	-0.39	12.70	13.28	1.44	27.26	25.49	25.90	30.15	21.84	-3112.87	1.66	0.000	10.00	19.00	0.000	26.88	0.00
49.30	0.03	0.019	0.005	32.40	-13.01	448.73	-3084.15	72.37	-68.46	0.00	-0.15	19.09	-0.03	13.92	-249.59	-1.13	27.17	25.49	25.85	30.13	21.88	-3112.87	1.66	0.000	10.00	19.00	0.000	26.91	0.00
49.31	-0.02	0.018	-0.002	32.40	-14.36	447.13	-3086.31	71.76	-68.63	0.00	-0.14	19.08	0.09	15.14	-55.99	-1.58	27.17	25.49	25.87	30.10	21.91	-3112.87	1.66	0.000	10.00	19.00	0.000	26.89	0.00
49.32	0.01	0.019	0.004	32.40	-12.79	447.48	-3085.28	71.65	-67.73	0.00	-0.15	19.08	-0.03	5.37	-76.16	-1.43	27.13	25.47	25.85	30.09	21.91	-3112.87	1.66	0.000	10.00	19.00	0.000	26.88	0.00
49.33	0.01	0.013	0.004	32.41	-10.18	447.46	-3085.10	71.64	-67.42	0.00	-0.15	19.09	0.09	9.03	23.18	0.40	27.13	25.50	25.82	30.09	21.92	-3112.87	1.66	0.000	10.00	19.00	0.000	26.89	0.00
49.34	0.01	0.018	0.003	32.40	-11.48	448.54	-3084.11	71.74	-68.21	0.00	-0.15	19.10	-0.15	5.37	-14.41	-3.25	27.13	25.49	25.83	30.07	21.91	-3112.87	1.66	0.000	10.00	19.00	0.000	26.90	0.00
49.35	0.02	0.020	0.016	32.40	-10.99	448.13	-3083.98	72.10	-67.88	0.00	-0.15	19.08	-0.03	6.59	-162.87	-1.20	27.18	25.50	25.85	30.07	21.91	-3112.87	1.66	0.000	10.00	19.00	0.000	26.88	0.00
49.36	0.01	0.022	-0.002	32.40	-13.61	447.21	-3081.79	71.21	-67.55	0.00	-0.15	19.08	-0.15	10.25	-14.41	-3.25	27.18	25.47	25.85	30.09	21.92	-3112.87	1.66	0.000	10.00	19.00	0.000	26.89	0.00
49.37	-0.00	0.022	0.003	32.40	-14.42	448.54	-3083.93	71.71	-68.01	0.00	-0.15	19.09	-0.15	10.25	2.00	15.23	27.23	25.48	25.82	30.10	21.91	-3112.87	1.66	0.000	10.00	19.00	0.000	26.90	0.00
49.38	-0.02	0.016	-0.000	32.40	-15.90	448.36	-3085.03	71.86	-68.88	0.01	-0.15	19.06	-0.03	9.03	183.97	-0.82	27.23	25.48	25.80	30.09	21.94	-3112.87	1.66	0.000	10.00	19.00	0.000	26.90	0.00
49.39	0.01	0.015	0.003	32.40	-15.85	450.82	-3083.93	72.19	-68.86	0.01	-0.15	19.05	0.09	9.03	23.18	0.40	27.26	25.46	25.80	30.15	21.95	-3112.87	1.66	0.000	10.00	19.00	0.000	26.88	0.00
49.40	0.03	0.012	0.005	32.40	-10.09	448.69	-3081.59	70.77	-67.38	0.00	-0.15	19.03	-0.03	10.25	-249.59	-1.13	27.21	25.47	25.82	30.13	21.99	-3112.87	1.66	0.000	10.00	19.00	0.000	26.89	0.00
49.41	0.01	0.019	-0.000	32.41	-12.21	448.39	-3084.05	71.75	-67.36	0.00	-0.15	19.04	-0.03	9.03	-76.16	-1.43	27.23	25.43	25.80	30.15	22.02	-3112.87	1.66	0.000	10.00	19.00	0.000	26.90	0.00
49.42	0.03	0.009	0.001	32.40	-14.42	447.42	-3079.65	71.55	-68.65	0.00	-0.15	19.03	-0.03	0.49	-249.59	-1.13	27.23	25.43	25.80	30.13	22.03	-3112.87	1.66	0.000	10.00	19.00	0.000	26.89	0.00
49.43	0.01	0.016	0.001	32.41	-14.36	447.31	-3081.60	70.54	-69.27	0.00	-0.15	19.00	-0.15	10.25	-14.41	-3.25	27.20	25.39	25.82	30.18	22.05	-3112.87	1.66	0.000	10.00	19.00	0.000	26.88	0.00
49.44	0.02	0.015	0.013	32.40	-9.99	446.81	-3080.52	70.15	-67.98	0.00	-0.15	18.99	-0.39	10.25	-11.75	-3.76	27.18	25.35	25.82	30.23	22.07	-3112.87	1.66	0.000	10.00	19.00	0.000	26.90	0.00
49.45	0.01	0.020	0.005	32.40	-7.97	446.42	-3080.50	70.16	-67.41	0.00	-0.14	19.00	-0.15	12.70	-14.41	-3.25	27.17	25.36	25.82	30.23	22.08	-3112.87	1.66	0.000	10.00	19.00	0.000	26.89	0.00
49.46	-0.00	0.019	-0.002	32.40	-12.83	448.34	-3079.46	70.50	-68.39	0.00	-0.15	19.02	0.09	6.59	-3.21	-11.09	27.13	25.32	25.80	30.26	22.08	-3112.87	1.66	0.000	10.00	19.00	0.000	26.88	0.00
49.47	-0.00	0.022	0.004	32.40	-13.69	447.49	-3082.83	71.33	-68.22	0.00	-0.15	19.01	0.09	4.15	-3.21	-11.09	27.12	25.30	25.82	30.26	22.07	-3112.87	1.66	0.000	10.00	19.00	0.000	26.88	0.00
49.48	0.02	0.023	0.008	32.40	-12.21	448.86	-3080.38	70.64	-67.35	0.00	-0.15	19.00	-0.15	6.59	-30.81	-2.05	27.09	25.33	25.82	30.26	22.07	-3112.87	1.66	0.000	10.00	19.00	0.000	26.90	0.00
49.49	0.01	0.023	-0.002	32.40	-11.39	448.31	-3081.73	70.80	-67.53	0.00	-0.15	19.00	-0.39	1.71	-5.50	-6.90	27.09	25.30	25.83	30.30	22.06	-3112.87	1.66	0.000	10.00	19.00	0.000	26.89	0.00
49.50	0.01	0.025	0.001	32.40	-12.39	449.64	-3080.51	71.51	-68.07	0.00	-0.15	18.99	-0.03	7.81	-76.16	-1.43	27.10	25.29	25.82	30.28	22.03	-3112.87	1.66	0.000	10.00	19.00	0.000	26.88	0.00
49.51	-0.02	0.018	-0.002	32.41	-15.85	448.31	-3080.36	70.63	-68.86	0.01	-0.15	18.99	-0.15	9.03	34.81	-0.07	27.04	25.27	25.85	30.28	22.03	-3112.87	1.66	0.000	10.00	19.00	0.000	26.90	0.00
49.52	-0.02	0.018	0.005	32.41	-12.93	446.45	-3081.73	70.97	-67.78	0.00	-0.14	18.99	-0.15	7.81	34.81	-0.07	27.04	25.25	25.82	30.28	22.04	-3112.87	1.66	0.000	10.00	19.00	0.000	26.90	0.00
49.53	0.02	0.020	0.003	32.41	-13.51	448.56	-3080.52	70.67	-67.51	0.00	-0.15	18.99	0.09	11.47	49.57	-0.35	27.05	25.25	25.88	30.26	22.03	-3112.87	1.66	0.000	10.00	19.00	0.000	26.88	0.00
49.54	0.03	0.015	0.007	32.40	-13.74	446.51	-3085.22	72.02	-68.24	0.00	-0.14	18.98	-0.03	7.81	-249.59	-1.13	27.05	25.23	25.90	30.28	22.04	-3112.87	1.66	0.000	10.00	19.00	0.000	26.89	0.00
49.55	-0.00	0.019	-0.009	32.41	-13.83	446.81	-3080.57	71.03	-68.92	0.00	-0.15	18.98	-0.15	10.25	2.00	15.24	27.05	25.22	25.90	30.25	22.03	-3112.87	1.66	0.000	10.00	19.00	0.000	26.90	0.00
49.56	0.01	0.018	0.007	32.40	-10.81	447.62	-3077.97	69.45	-67.81	0.00	-0.15	19.01	-0.15	7.81	-14.41	-3.25	27.10	25.23	25.90	30.23	22.02	-3112.87	1.66	0.000	10.00	19.00	0.000	26.89	0.00
49.57	0.02	0.020	0.007	32.40	-12.16	447.67	-3081.81	71.20	-67.98	0.00	-0.15	19.05	0.09	10.25	49.57	-0.35	27.09	25.26	25.83	30.22	22.02	-3112.87	1.66	0.000	10.00	19.00	0.000	26.88	0.00
49.58	0.01	0.015	0.004	32.40	-10.85	447.46	-3081.59	70.54	-68.47	0.00	-0.15	19.10	0.09	-1.95	23.18	0.40	27.10	25.24	25.85	30.28	22.00	-3112.87	1.66	0.000	10.00	19.00	0.000	26.90	0.00
49.59	0.01	0.013	0.004	32.41	-12.96	448.63	-3082.92	71.59	-69.08	0.00	-0.15	19.10	-0.15	2.93	-14.41	-3.25	27.05	25.23	25.90	30.28	21.99	-3112.87	1.66	0.000	10.00	19.00	0.000	26.90	0.00
49.60	0.01	0.015	0.003	32.40	-12.84	448.58	-3081.85	71.45	-67.74	0.00	-0.15	19.08	0.09	10.25	23.18	0.40	27.04	25.22	25.92	30.30	21.95	-3112.87	1.66	0.000	10.00	19.00	0.000	26.88	0.00
49.61	0.01	0.013	0.008	32.40	-13.06	448.83	-3084.97	71.85	-67.83	0.00	-0.15	19.09	-0.27	5.37	-7.96	-5.07	27.02	25.24	25.88	30.30	21.91	-3112.87	1.66	0.000	10.00	19.00	0.000	26.88	0.00
49.62	0.01	0.018	0.008	32.40	-16.62	448.85	-3083.79	71.69	-68.66	0.01	-0.15	19.11	-0.15	6.59	-14.41	-3.25	27.02	25.18	25.87	30.30	21.88	-3112.87	1.66	0.000	10.00	19.00	0.000	26.90	0.00
49.63	0.01	0.020	0.007	32.40	-18.01	448.78	-3086.30	72.64	-69.49	0.01	-0.15	19.11	-0.15	12.70	-14.41	-3.25	26.97	25.20	25.88	30.28	21.86	-3112.87	1.66	0.000	10.00	19.00	0.000	26.89	0.00
49.64	0.01	0.018	0.004	32.40	-12.97	448.61	-3081.50	70.76	-67.80	0.00	-0.15	19.11	-0.03	9.03	-76.16	-1.43	26.96	25.20	25.87	30.25	21.84	-3112.87	1.66	0.000	10.00	19.00	0.000	26.88	0.00
49.65	0.02	0.025	0.004	32.40	-11.53	448.65	-3081.75	71.44	-67.59	0.00	-0.15	19.08	-0.03	6.59	-162.87	-1.20	26.94	25.21	25.92	30.28	21.82	-3112.87	1.66	0.000	10.00	19.00	0.000	26.90	0.00
49.66	0.02	0.010	0.004	32.41	-15.18	448.63	-3082.74	71.58	-68.45	0.00	-0.15	19.08	-0.03	2.93	-162.87	-1.20	26.97	25.19	25.95	30.23	21.82	-3112.87	1.66	0.000	10.00	19.00	0.000	26.90	0.00
49.67	-0.00	0.015	0.001	32.41	-17.29	448.45	-3083.93	71.71	-69.71	0.01	-0.15	19.08	-0.03	7.81	10.55	2.07	26.96	25.22	25.95	30.25	21.84	-3112.87	1.66	0.000	10.00	19.00	0.000	26.89	0.00
49.68	-0.00	0.018	0.003	32.40	-15.81	448.56	-3082.84	71.58	-68.84	0.01	-0.15	19.08	-0.15	10.25	2.00	15.24	26.93	25.20	25.95	30.23	21.85	-3112.87	1.66	0.000	10.00	19.00	0.000	26.88	0.00
49.69	0.01	0.018	-0.002	32.41	-15.81	448.32	-3082.87	71.59	-68.84	0.01	-0.15	19.06	0.09	7.81	23.18	0.40	26.93	25.22	26.02	30.22	21.87	-3112.87	1.66	0.000	10.00	19.00	0.000	26.90	0.00
49.70	0.01	0.022	0.008	32.40	-13.73	448.86	-3082.79	71.54	-68.88	0.00	-0.15	19.05	-0.15	11.47	-14.41	-3.25	26.93	25.25	26.00	30.23	21.87	-3112.87	1.66	0.000	10.00	19.00	0.000	26.89	0.00
49.71	-0.00	0.015	0.004	32.40	-15.85	448.61	-3083.91	71.71	-68.86	0.01	-0.15	19.05	-0.03	5.37	10.55	2.07	26.89	25.23	26.02	30.25	21.85	-3112.87	1.66	0.000	10.00	19.00	0.000	26.88	0.00
49.72	0.01	0.010	0.010	32.40	-12.25	448.96	-3081.70	71.42	-68.01	0.00	-0.15	19.05	0.09	1.71	23.18	0.40	26.93	25.26	26.02	30.25	21.84	-3112.87	1.66	0.000	10.00	19.00	0.000	26.90	0.00
49.73	0.01	0.018	-0.000	32.40	-8.65	448.42	-3081.88	71.45	-67.17	0.00	-0.15	19.02	-0.03	10.25	-76.16	-1.43	26.93	25.28	25.98	30.25	21.83	-3112.87	1.66	0.000	10.00	19.00	0.000	26.90	0.00
49.74	0.01	0.018	0.010	32.40	-13.68	448.90	-3082.63	70.92	-68.86	0.00	-0.15	19.03	-0.15	4.15	-14.41	-3.25	26.97	25.26	25.97	30.26	21.81	-3112.87	1.66	0.000	10.00	19.00	0.000	26.89	0.00
49.75	0.02	0.022	0.007	32.40	-15.85	448.86	-3084.29	73.02	-68.86	0.01	-0.15	19.00	0.09	5.37	49.57	-0.35	27.01	25.25	25.98	30.28	21.80	-3112.87	1.66	0.000	10.00	19.00	0.000	26.88	0.00
49.76	0.01	0.013	-0.000	32.41	-15.01	447.29	-3081.77	71.22	-67.74	0.00	-0.15	19.00	0.09	9.03	23.18	0.40	26.94	25.23	25.98	30.26	21.82	-3112.87	1.66	0.000	10.00	19.00	0.000	26.90	0.00
49.77	0.02	0.010	-0.000	32.40	-15.91	447.25	-3076.66	69.27	-68.24	0.01	-0.15	18.99	0.09	5.37	49.57	-0.35	26.97	25.22	25.98	30.30	21.85	-3112.87	1.66	0.000	10.00	19.00	0.000	26.90	0.00
49.78	-0.00	0.018	0.010	32.40	-15.13	449.00	-3081.85	72.08	-69.07	0.00	-0.15	18.97	-0.27	4.15	1.10	28.40	26.97	25.24	25.95	30.30	21.85	-3112.87	1.66	0.000	10.00	19.00	0.000	26.88	0.00
49.79	0.01	0.016	-0.003	32.41	-17.21	445.99	-3080.61	70.81	-69.03	0.01	-0.14	18.97	0.09	5.37	23.18	0.40	26.99	25.25	25.95	30.26	21.88	-3112.87	1.66	0.000	10.00	19.00	0.000	26.89	0.00
49.80	0.01	0.019	0.010	32.40	-12.98	447.83	-3084.12	72.14	-67.80	0.00	-0.15	18.97	-0.15	7.81	-14.41	-3.25	26.97	25.26	25.90	30.23	21.91	-3112.87	1.66	0.000	10.00	19.00	0.000	26.91	0.00
49.81	-0.00	0.025	0.004	32.40	-12.97	448.61	-3081.50	70.76	-67.80	0.00	-0.15	18.99	0.09	4.15	-3.21	-11.09	26.94	25.26	25.90	30.22	21.91	-3112.87	1.66	0.000	10.00	19.00	0.000	26.89	0.00
49.82	-0.00	0.018	0.004	32.40	-15.90	447.51	-3087.66	73.22	-68.88	0.01	-0.14	19.00	0.09	6.59	-3.21	-11.09	26.97	25.26	25.93	30.23	21.90	-3112.87	1.66	0.000	10.00	19.00	0.000	26.88	0.00
49.83	-0.00	0.010	0.004	32.40	-16.62	448.68	-3085.40	73.15	-69.30	0.01	-0.15	19.00	-0.15	2.93	2.00	15.23	26.97	25.25	25.87	30.17	21.87	-3112.87	1.66	0.000	10.00	19.00	0.000	26.90	0.00
49.84	0.02	0.016	0.005	32.40	-12.25	446.45	-3080.64	70.78	-68.66	0.00	-0.14	18.97	-0.15	2.93	-30.81	-2.05	26.99	25.27	25.88	30.17	21.85	-3112.87	1.66	0.000	10.00	19.00	0.000	26.90	0.00
